,location,total_sqft,bath,price,bhk
1370,Hoodi,1305.0,2.0,75.0,2
1371,Hoodi,1257.0,2.0,68.5,2
1372,Hoodi,1063.0,2.0,61.17,2
1373,Hoodi,1259.0,2.0,69.45,2
1374,Hoodi,1715.0,2.0,100.0,3
1375,Hoodi,1490.0,3.0,85.0,3
1376,Horamavu Agara,950.0,2.0,39.0,2
1377,Horamavu Agara,1106.0,2.0,43.09,2
1378,Horamavu Agara,980.0,2.0,38.19,2
1379,Horamavu Agara,625.0,1.0,27.0,1
1380,Horamavu Agara,994.0,2.0,42.28,2
1382,Horamavu Agara,1090.0,2.0,46.0,2
1383,Horamavu Agara,1400.0,3.0,63.0,3
1384,Horamavu Agara,1557.0,3.0,70.0,3
1385,Horamavu Agara,1058.0,2.0,47.0,2
1386,Horamavu Banaswadi,1611.0,3.0,66.0,3
1387,Horamavu Banaswadi,1156.0,2.0,46.0,2
1388,Horamavu Banaswadi,1307.0,2.0,51.6,2
1389,Horamavu Banaswadi,1357.0,2.0,54.0,2
1390,Horamavu Banaswadi,925.0,2.0,38.0,2
1391,Horamavu Banaswadi,1225.0,2.0,49.5,2
1392,Horamavu Banaswadi,1272.0,2.0,51.5,2
1393,Horamavu Banaswadi,1272.0,2.0,51.5,2
1394,Horamavu Banaswadi,1156.0,2.0,46.9,2
1395,Horamavu Banaswadi,1210.0,2.0,50.0,2
1396,Horamavu Banaswadi,1357.0,2.0,54.0,2
1397,Horamavu Banaswadi,1272.0,2.0,50.0,2
1398,Hormavu,1150.0,2.0,55.0,2
1400,Hormavu,1725.0,3.0,85.0,3
1401,Hormavu,1150.0,2.0,53.11,2
1402,Hormavu,1123.0,2.0,56.0,2
1403,Hormavu,1385.0,2.0,69.0,3
1405,Hormavu,1030.0,2.0,49.35,2
1406,Hormavu,1018.0,2.0,50.8,2
1407,Hormavu,1555.0,3.0,75.0,3
1408,Hormavu,1143.0,2.0,53.0,2
1409,Hormavu,1000.0,2.0,50.0,2
1410,Hormavu,765.0,2.0,37.49,2
1411,Hormavu,1250.0,2.0,60.0,2
1412,Hormavu,583.0,1.0,28.275,1
1413,Hormavu,1385.0,2.0,69.25,3
1414,Hormavu,1065.0,2.0,50.92,2
1416,Hormavu,1075.0,2.0,53.7,2
1417,Hormavu,1075.0,2.0,53.7,2
1418,Hormavu,2282.0,4.0,115.0,4
1419,Hormavu,1206.0,2.0,55.0,2
1420,Hormavu,1310.0,2.0,60.0,2
1421,Hormavu,1020.0,2.0,45.75,2
1422,Hosa Road,1652.0,3.0,85.0,3
1423,Hosa Road,1639.0,3.0,80.0,3
1424,Hosa Road,1161.0,2.0,55.15,2
1426,Hosa Road,1161.0,2.0,55.15,2
1428,Hosa Road,615.0,1.0,28.29,1
1429,Hosa Road,1133.0,2.0,52.0,2
1430,Hosa Road,1161.0,2.0,55.15,2
1431,Hosa Road,1245.0,2.0,62.0,2
1432,Hosa Road,800.0,1.0,39.99,1
1434,Hosa Road,1364.0,2.0,64.79,2
1435,Hosa Road,1161.0,2.0,55.15,2
1437,Hosakerehalli,2376.0,3.0,203.0,3
1438,Hosakerehalli,2400.0,5.0,250.0,5
1439,Hosakerehalli,2480.0,3.0,245.0,3
1440,Hosakerehalli,2480.0,4.0,260.0,3
1441,Hosakerehalli,3205.0,4.0,300.0,4
1442,Hosakerehalli,2480.0,4.0,265.0,3
1443,Hosakerehalli,2376.0,3.0,240.0,3
1444,Hosakerehalli,1500.0,6.0,145.0,5
1445,Hoskote,1225.0,3.0,40.0,3
1446,Hoskote,1740.0,3.0,60.0,3
1447,Hoskote,1069.0,2.0,38.0,3
1448,Hoskote,1095.0,2.0,33.6,2
1449,Hoskote,945.0,2.0,35.0,2
1450,Hoskote,1065.0,2.0,33.75,2
1451,Hosur Road,1194.0,2.0,69.0,2
1452,Hosur Road,1145.0,2.0,60.0,3
1453,Hosur Road,1427.0,2.0,80.63,3
1454,Hosur Road,1194.0,2.0,71.64,2
1455,Hosur Road,1689.0,3.0,103.0,3
1456,Hosur Road,1689.0,3.0,103.0,3
1458,Hosur Road,1250.0,2.0,65.0,2
1459,Hosur Road,1689.0,3.0,103.0,3
1460,Hosur Road,1685.0,3.0,90.0,3
1461,Hosur Road,1919.0,3.0,117.0,3
1463,Hulimavu,1823.0,3.0,100.0,3
1464,Hulimavu,1255.0,2.0,73.0,2
1465,Hulimavu,1375.0,2.0,80.0,2
1466,Hulimavu,1248.0,2.0,69.0,2
1467,Hulimavu,1255.0,2.0,74.0,2
1468,Hulimavu,1255.0,2.0,69.0,2
1469,Hulimavu,1255.0,2.0,66.0,2
1470,Hulimavu,1127.0,2.0,65.0,2
1472,Hulimavu,850.0,1.0,39.5,2
1473,Hulimavu,2000.0,4.0,100.0,4
1474,Hulimavu,1276.0,2.0,76.0,2
1475,Hulimavu,1500.0,2.0,90.0,2
1476,Hulimavu,1315.0,2.0,60.48,2
1477,Hulimavu,581.0,1.0,29.0,1
1478,Hulimavu,935.0,2.0,45.0,2
1480,ITPL,1200.0,3.0,56.12,3
1481,ITPL,1200.0,3.0,56.12,3
1482,ITPL,1200.0,3.0,56.12,3
1483,Iblur Village,3235.0,3.0,235.0,3
1484,Iblur Village,3596.0,5.0,260.0,4
1485,Iblur Village,2666.0,4.0,200.0,3
1486,Iblur Village,5515.0,6.0,425.0,5
1487,Iblur Village,3596.0,4.0,268.0,4
1489,Indira Nagar,1128.0,2.0,105.0,2
1490,Indira Nagar,2800.0,3.0,330.0,3
1491,Indira Nagar,1650.0,3.0,200.0,3
1493,Indira Nagar,2070.0,3.0,225.0,3
1494,Indira Nagar,1400.0,2.0,168.0,2
1495,Indira Nagar,1145.0,2.0,100.0,2
1496,Indira Nagar,1470.0,2.0,170.0,2
1497,Indira Nagar,2700.0,3.0,324.0,3
1498,Indira Nagar,2601.0,4.0,312.0,3
1499,Indira Nagar,1740.0,3.0,191.0,3
1501,Indira Nagar,1475.0,2.0,171.0,2
1502,Indira Nagar,1650.0,3.0,200.0,3
1503,Indira Nagar,1260.0,2.0,120.0,2
1504,Indira Nagar,1149.0,2.0,130.0,2
1506,JP Nagar,5520.0,2.0,375.0,5
1507,JP Nagar,1100.0,2.0,70.0,2
1508,JP Nagar,940.0,2.0,49.0,2
1510,JP Nagar,4624.5,4.0,314.5,4
1511,JP Nagar,1200.0,2.0,62.0,2
1512,JP Nagar,1315.0,2.0,85.4,3
1513,JP Nagar,1690.0,3.0,112.0,3
1514,JP Nagar,1200.0,2.0,78.0,2
1515,JP Nagar,1850.0,2.0,110.0,3
1516,JP Nagar,2700.0,4.0,160.0,7
1518,JP Nagar,820.0,2.0,45.0,2
1519,JP Nagar,3496.5,2.0,237.5,3
1523,JP Nagar,1107.0,2.0,57.0,2
1524,JP Nagar,1157.0,2.0,73.0,2
1526,Jakkur,1279.0,2.0,77.0,2
1527,Jakkur,1710.0,3.0,107.0,3
1529,Jakkur,1300.0,2.0,85.0,2
1530,Jakkur,1230.0,2.0,76.0,2
1531,Jakkur,1290.0,2.0,80.0,2
1532,Jakkur,1760.0,3.0,110.0,3
1535,Jakkur,1230.0,2.0,79.0,2
1536,Jakkur,1202.0,2.0,79.0,2
1538,Jakkur,1816.0,3.0,119.0,3
1539,Jakkur,1300.0,2.0,80.0,2
1540,Jakkur,1290.0,2.0,80.04,2
1542,Jakkur,1660.0,3.0,104.0,3
1543,Jakkur,1660.0,3.0,104.0,3
1544,Jakkur,1432.0,2.0,85.0,2
1545,Jakkur,1710.0,3.0,110.0,3
1546,Jalahalli,1870.0,3.0,110.0,3
1547,Jalahalli,790.0,2.0,49.5,2
1548,Jalahalli,1395.0,3.0,82.0,3
1549,Jalahalli,600.0,1.0,37.0,1
1550,Jalahalli,905.0,2.0,55.0,2
1551,Jalahalli,1575.0,4.0,100.0,3
1552,Jalahalli,980.0,2.0,60.0,3
1553,Jalahalli,1881.0,3.0,115.0,3
1554,Jalahalli,1405.0,2.0,85.0,3
1555,Jalahalli East,1300.0,2.0,63.0,3
1556,Jalahalli East,1010.0,2.0,52.0,2
1557,Jalahalli East,1010.0,2.0,52.0,2
1558,Jigani,918.0,2.0,48.0,2
1559,Jigani,914.0,2.0,47.0,2
1560,Jigani,920.0,2.0,46.0,2
1561,Jigani,2400.0,4.0,130.0,3
1563,Jigani,923.0,2.0,50.0,2
1565,Jigani,918.0,2.0,49.0,2
1566,Jigani,914.0,2.0,49.0,2
1567,Jigani,918.0,2.0,50.0,2
1568,Jigani,1200.0,3.0,65.0,3
1569,Jigani,1221.0,3.0,65.0,3
1570,Jigani,1221.0,3.0,65.0,3
1571,Jigani,943.0,2.0,48.0,2
1572,Jigani,1245.0,3.0,66.0,3
1573,Jigani,1221.0,3.0,65.0,3
1574,Jigani,943.0,2.0,49.5,2
1575,Judicial Layout,2070.0,3.0,162.0,3
1576,Judicial Layout,1989.0,4.0,155.0,3
1577,KR Puram,1277.5,2.0,56.8,2
1578,KR Puram,930.0,2.0,39.0,2
1579,KR Puram,1100.0,2.0,47.0,2
1580,KR Puram,1128.76,3.0,47.405,3
1581,KR Puram,1015.0,2.0,43.0,2
1582,KR Puram,714.0,1.0,28.0,1
1583,KR Puram,1142.0,2.0,51.0,2
1584,KR Puram,1559.0,3.0,69.315,3
1585,KR Puram,1035.0,2.0,40.5,2
1586,KR Puram,1550.0,2.0,71.0,2
1587,KR Puram,1192.5,2.0,51.22,2
1588,KR Puram,1100.0,2.0,46.0,2
1589,KR Puram,1100.0,2.0,43.0,2
1590,KR Puram,950.0,2.0,40.0,2
1592,KR Puram,1462.5,2.0,62.81,3
1593,KR Puram,2000.0,6.0,85.0,6
1594,KR Puram,1000.0,2.0,44.5,2
1595,KR Puram,1200.0,2.0,47.0,2
1596,KR Puram,1583.0,2.0,70.445,3
1597,KR Puram,4300.0,6.0,175.0,6
1598,KR Puram,1430.0,2.0,61.0,3
1599,KR Puram,4600.0,9.0,200.0,9
1600,KR Puram,1085.0,2.0,46.5,2
1601,KR Puram,1100.0,2.0,45.0,2
1602,KR Puram,1035.0,2.0,40.0,2
1603,KR Puram,1116.0,2.0,45.0,2
1604,KR Puram,1300.0,2.0,57.0,3
1605,KR Puram,866.28,2.0,36.38,2
1606,KR Puram,1096.0,2.0,43.0,2
1607,KR Puram,1400.0,2.0,60.0,3
1608,KR Puram,2800.0,6.0,110.0,7
1609,KR Puram,1020.0,2.0,39.0,2
1610,Kadubeesanahalli,1424.0,2.0,75.0,3
1611,Kadubeesanahalli,1365.0,3.0,80.0,3
1612,Kadubeesanahalli,1184.0,2.0,55.0,2
1613,Kadubeesanahalli,1185.0,2.0,55.0,2
1614,Kadugodi,1762.0,3.0,91.45,3
1615,Kadugodi,1198.0,2.0,58.0,2
1616,Kadugodi,3750.0,4.0,210.0,4
1617,Kadugodi,1900.0,3.0,108.0,3
1618,Kadugodi,1314.0,2.0,68.2,2
1619,Kadugodi,1645.0,2.0,82.0,3
1620,Kadugodi,1010.0,2.0,50.0,2
1621,Kadugodi,1152.0,2.0,61.0,2
1622,Kadugodi,1196.0,2.0,60.0,2
1623,Kaggadasapura,1280.0,2.0,56.0,3
1624,Kaggadasapura,1275.0,2.0,52.0,2
1625,Kaggadasapura,1060.0,2.0,48.0,2
1627,Kaggadasapura,1050.0,2.0,48.0,2
1628,Kaggadasapura,1200.0,2.0,53.0,2
1629,Kaggadasapura,1035.0,2.0,45.5,2
1630,Kaggadasapura,1180.0,1.0,50.0,2
1631,Kaggadasapura,1140.0,2.0,46.0,2
1633,Kaggadasapura,1000.0,2.0,43.0,2
1635,Kaggadasapura,2150.0,4.0,90.0,4
1636,Kaggadasapura,1175.0,2.0,50.0,2
1637,Kaggadasapura,3000.0,4.0,130.0,4
1638,Kaggalipura,700.0,1.0,36.0,1
1639,Kaggalipura,950.0,2.0,48.0,2
1640,Kaggalipura,950.0,2.0,50.0,2
1641,Kaggalipura,950.0,2.0,47.0,2
1642,Kaggalipura,700.0,1.0,35.0,1
1643,Kaggalipura,1150.0,2.0,57.5,3
1644,Kaikondrahalli,1700.0,4.0,108.0,4
1645,Kaikondrahalli,1605.0,3.0,105.0,3
1646,Kaikondrahalli,1253.0,2.0,81.5,2
1647,Kaikondrahalli,991.0,2.0,64.0,2
1648,Kaikondrahalli,1250.0,2.0,78.0,2
1649,Kalena Agrahara,1425.0,2.0,70.0,3
1650,Kalena Agrahara,1565.0,3.0,78.0,3
1651,Kalena Agrahara,1902.0,3.0,89.0,3
1652,Kalena Agrahara,800.0,2.0,40.0,2
1653,Kalena Agrahara,1837.0,2.0,95.0,3
1654,Kalena Agrahara,1510.0,3.0,78.0,3
1655,Kalena Agrahara,1354.0,2.0,70.0,2
1656,Kalena Agrahara,1354.0,2.0,71.0,2
1657,Kalyan nagar,1375.0,3.0,75.0,3
1658,Kalyan nagar,1640.0,3.0,88.0,3
1659,Kalyan nagar,1198.0,2.0,65.0,2
1660,Kalyan nagar,1250.0,2.0,65.0,2
1661,Kalyan nagar,1190.0,2.0,60.0,2
1662,Kambipura,883.0,2.0,39.0,2
1663,Kambipura,883.0,2.0,39.0,2
1664,Kambipura,1083.0,2.0,48.0,3
1665,Kambipura,883.0,2.0,39.0,2
1666,Kambipura,883.0,2.0,39.0,2
1667,Kambipura,883.0,2.0,39.0,2
1668,Kammanahalli,1200.0,2.0,80.0,2
1669,Kammanahalli,1200.0,1.0,81.0,2
1670,Kammanahalli,1200.0,3.0,80.0,2
1671,Kammasandra,810.0,2.0,24.5,2
1672,Kammasandra,657.5,1.0,18.41,1
1673,Kammasandra,1156.0,2.0,32.0,2
1674,Kammasandra,870.0,2.0,24.0,2
1675,Kammasandra,990.0,2.0,31.5,2
1676,Kammasandra,930.0,2.0,25.0,2
1677,Kammasandra,1080.0,2.0,31.99,2
1678,Kammasandra,1057.0,2.0,35.0,2
1679,Kammasandra,610.0,1.0,18.5,1
1680,Kanakapura,711.0,1.0,36.0,1
1681,Kanakapura,929.0,2.0,46.0,2
1682,Kanakapura,1476.0,3.0,75.0,3
1683,Kanakapura,1295.0,2.0,64.0,2
1684,Kanakapura,1151.0,2.0,59.0,2
1685,Kanakapura,945.0,2.0,47.0,2
1686,Kanakapura,1340.0,2.0,65.0,2
1687,Kanakapura,1450.0,3.0,75.0,3
1688,Kanakpura Road,700.0,2.0,36.0,2
1690,Kanakpura Road,1017.0,2.0,51.25,2
1691,Kanakpura Road,525.0,1.0,26.0,1
1692,Kanakpura Road,525.0,1.0,27.25,1
1694,Kanakpura Road,525.0,1.0,26.0,1
1696,Kanakpura Road,1843.0,3.0,95.84,3
1697,Kanakpura Road,1665.0,3.0,86.58,3
1698,Kanakpura Road,900.0,2.0,46.0,2
1701,Kanakpura Road,900.0,2.0,46.0,2
1702,Kanakpura Road,900.0,2.0,46.0,2
1704,Kanakpura Road,1135.0,2.0,58.0,2
1705,Kanakpura Road,983.0,2.0,50.6,2
1707,Kanakpura Road,1843.0,3.0,95.84,3
1709,Kanakpura Road,525.0,1.0,25.0,1
1714,Kanakpura Road,1700.0,3.0,88.0,3
1715,Kanakpura Road,1900.0,3.0,99.0,3
1720,Kanakpura Road,670.0,1.0,35.0,1
1725,Kanakpura Road,525.0,2.0,27.0,1
1726,Kanakpura Road,1665.0,3.0,86.91,3
1727,Kanakpura Road,1665.0,3.0,86.58,3
1730,Kanakpura Road,525.0,1.0,27.0,1
1731,Kanakpura Road,525.0,1.0,26.25,1
1732,Kanakpura Road,525.0,1.0,26.0,1
1734,Kanakpura Road,800.0,2.0,41.145,2
1737,Kanakpura Road,1100.0,3.0,56.57,3
1739,Kanakpura Road,1843.0,3.0,96.2,3
1747,Kanakpura Road,525.0,1.0,26.01,1
1751,Kanakpura Road,700.0,2.0,36.0,2
1754,Kanakpura Road,525.0,2.0,27.0,1
1757,Kanakpura Road,1200.0,2.0,62.0,2
1758,Kanakpura Road,1843.0,3.0,95.0,3
1761,Kanakpura Road,900.0,2.0,46.29,2
1762,Kanakpura Road,1843.0,3.0,96.2,3
1763,Kanakpura Road,525.0,1.0,26.0,1
1766,Kanakpura Road,700.0,2.0,36.0,2
1768,Kannamangala,957.0,2.0,56.0,2
1769,Kannamangala,1536.0,3.0,89.0,3
1770,Kannamangala,1574.0,3.0,93.34,3
1771,Kannamangala,957.0,2.0,54.5,2
1772,Kannamangala,957.0,2.0,55.0,2
1773,Kannamangala,957.0,2.0,56.0,2
1774,Karuna Nagar,2500.0,3.0,180.0,3
1775,Karuna Nagar,1354.0,2.0,98.0,3
1776,Kasavanhalli,1060.0,2.0,58.06,2
1777,Kasavanhalli,1717.0,3.0,99.0,3
1778,Kasavanhalli,1349.0,2.0,78.0,2
1780,Kasavanhalli,1476.0,3.0,89.0,3
1782,Kasavanhalli,1125.0,2.0,61.2,2
1785,Kasavanhalli,1090.0,2.0,59.8,2
1786,Kasavanhalli,1691.0,3.0,104.0,3
1787,Kasavanhalli,2111.0,4.0,120.0,3
1792,Kasavanhalli,770.0,1.0,43.82,1
1793,Kasavanhalli,1147.0,2.0,60.0,2
1794,Kasavanhalli,1375.0,2.0,72.0,2
1795,Kasavanhalli,1495.0,2.0,83.0,2
1796,Kasavanhalli,1225.0,2.0,69.0,3
1797,Kasavanhalli,1375.0,2.0,78.0,2
1798,Kasavanhalli,1158.0,2.0,67.0,2
1799,Kasavanhalli,1214.0,2.0,67.0,2
1800,Kasavanhalli,2110.0,4.0,120.0,3
1801,Kasavanhalli,1575.0,2.0,85.0,2
1802,Kasavanhalli,1100.0,2.0,68.0,2
1803,Kasavanhalli,1100.0,2.0,65.0,2
1804,Kasavanhalli,1230.0,2.0,66.25,2
1805,Kasavanhalli,1585.0,2.0,90.0,2
1806,Kasavanhalli,1377.0,2.0,80.0,2
1807,Kasturi Nagar,1567.0,2.0,92.0,2
1808,Kasturi Nagar,1101.0,2.0,65.0,2
1809,Kasturi Nagar,1000.0,2.0,58.0,2
1810,Kasturi Nagar,1101.0,2.0,66.0,2
1811,Kasturi Nagar,2507.0,4.0,155.0,4
1812,Kathriguppe,1400.0,2.0,77.0,3
1813,Kathriguppe,1250.0,2.0,68.75,3
1814,Kathriguppe,1245.0,2.0,68.48,3
1815,Kathriguppe,1365.0,2.0,75.08,3
1816,Kathriguppe,1390.0,2.0,76.45,3
1817,Kathriguppe,1350.0,3.0,78.3,3
1818,Kathriguppe,1250.0,2.0,68.75,3
1819,Kathriguppe,1335.0,2.0,73.43,3
1820,Kathriguppe,1335.0,2.0,73.43,3
1821,Kathriguppe,1250.0,2.0,68.75,2
1822,Kaval Byrasandra,1020.0,2.0,52.0,2
1823,Kaval Byrasandra,945.0,2.0,50.0,2
1824,Kaval Byrasandra,997.0,2.0,53.0,2
1825,Kaval Byrasandra,480.0,1.0,25.0,1
1826,Kaval Byrasandra,1180.0,2.0,60.0,2
1827,Kaval Byrasandra,1450.0,3.0,75.0,3
1828,Kaval Byrasandra,1066.0,2.0,55.0,2
1829,Kaval Byrasandra,1400.0,3.0,75.0,3
1830,Kenchenahalli,1150.0,2.0,58.0,2
1831,Kenchenahalli,1280.0,2.0,69.0,3
1832,Kenchenahalli,1410.0,2.0,73.0,3
1833,Kenchenahalli,870.0,1.0,45.0,2
1834,Kenchenahalli,1150.0,2.0,60.0,2
1835,Kenchenahalli,700.0,1.0,35.0,1
1836,Kengeri,1540.0,2.0,64.0,3
1837,Kengeri,1197.0,2.0,50.0,2
1838,Kengeri,726.0,2.0,31.0,2
1839,Kengeri,1082.0,2.0,49.0,3
1840,Kengeri,1255.0,2.0,50.0,2
1841,Kengeri,963.0,2.0,40.0,2
1842,Kengeri,927.0,2.0,37.0,2
1843,Kengeri,787.0,2.0,31.0,2
1844,Kengeri,725.0,2.0,30.0,2
1845,Kengeri,540.0,1.0,22.5,1
1846,Kengeri,1741.0,3.0,80.0,3
1847,Kengeri,1230.0,2.0,52.0,3
1848,Kengeri,416.0,1.0,18.0,1
1849,Kengeri,1150.0,1.0,52.0,1
1850,Kengeri,1192.0,2.0,53.5,2
1851,Kengeri,3000.0,5.0,130.0,8
1852,Kengeri,416.0,1.0,17.19,1
1853,Kengeri,2500.0,4.0,100.0,5
1854,Kengeri Satellite Town,890.0,2.0,35.0,2
1855,Kengeri Satellite Town,1050.0,2.0,43.0,2
1856,Kengeri Satellite Town,1007.0,2.0,42.0,2
1857,Kengeri Satellite Town,795.0,2.0,32.0,2
1858,Kengeri Satellite Town,1060.0,2.0,42.0,2
1859,Kengeri Satellite Town,920.0,2.0,39.0,2
1860,Kengeri Satellite Town,985.0,2.0,42.0,2
1861,Kengeri Satellite Town,1120.0,2.0,49.0,2
1862,Kengeri Satellite Town,1170.0,2.0,50.0,2
1863,Kengeri Satellite Town,800.0,2.0,32.0,2
1864,Kereguddadahalli,950.0,2.0,32.0,2
1865,Kereguddadahalli,904.0,2.0,30.0,2
1866,Kereguddadahalli,1240.0,3.0,41.0,3
1867,Kereguddadahalli,1280.0,3.0,42.0,3
1868,Kodichikkanahalli,2700.0,7.0,125.0,5
1869,Kodichikkanahalli,1125.0,2.0,52.0,2
1870,Kodichikkanahalli,1026.0,2.0,45.0,2
1871,Kodichikkanahalli,900.0,2.0,42.0,2
1872,Kodichikkanahalli,1400.0,3.0,66.0,3
1873,Kodichikkanahalli,2700.0,4.0,125.0,5
1874,Kodichikkanahalli,1299.0,2.0,58.0,2
1875,Kodigehaali,1166.0,2.0,55.0,2
1876,Kodigehaali,1320.0,3.0,65.0,3
1877,Kodigehaali,1117.0,2.0,56.0,2
1878,Kodigehaali,1200.0,2.0,55.0,2
1879,Kodigehaali,1200.0,2.0,60.0,2
1880,Kodigehaali,1013.0,2.0,51.0,2
1881,Kodigehaali,1324.0,3.0,65.0,3
1882,Kodihalli,3252.0,5.0,335.0,4
1883,Kodihalli,2500.0,4.0,260.0,3
1884,Kodihalli,3197.0,5.0,335.0,4
1885,Kogilu,1909.0,3.0,88.0,3
1886,Kogilu,1664.0,2.0,73.95,3
1887,Kogilu,1170.0,2.0,51.99,2
1888,Kogilu,650.0,2.0,28.0,2
1889,Kogilu,1140.0,2.0,50.66,2
1890,Kogilu,1200.0,2.0,53.33,2
1891,Kogilu,1140.0,2.0,50.66,2
1892,Kogilu,700.0,1.0,30.84,1
1893,Kogilu,1250.0,2.0,55.55,2
1894,Kogilu,1200.0,2.0,53.33,2
1895,Kogilu,700.0,1.0,30.84,1
1896,Kogilu,1250.0,2.0,55.55,2
1897,Kogilu,1140.0,2.0,50.66,2
1898,Kogilu,1140.0,2.0,50.66,2
1899,Konanakunte,2791.0,3.0,223.0,3
1900,Konanakunte,2400.0,2.0,180.0,3
1901,Koramangala,1253.0,2.0,102.0,2
1902,Koramangala,1580.0,3.0,160.0,3
1903,Koramangala,1005.0,1.0,110.0,2
1905,Koramangala,1300.0,2.0,110.0,2
1907,Koramangala,1325.0,2.0,119.0,2
1908,Koramangala,1975.0,3.0,210.0,3
1909,Koramangala,1900.0,2.0,200.0,2
1910,Koramangala,1320.0,2.0,110.0,2
1912,Koramangala,1083.0,2.0,100.0,2
1913,Koramangala,1180.0,2.0,128.0,2
1914,Koramangala,1370.0,2.0,125.0,2
1915,Koramangala,1200.0,2.0,100.0,2
1916,Koramangala,6000.0,4.0,625.0,4
1917,Koramangala,1600.0,3.0,170.0,3
1919,Kothannur,1206.0,2.0,48.23,2
1920,Kothannur,1197.0,2.0,47.88,2
1921,Kothannur,1197.0,2.0,47.8,2
1922,Kothannur,1070.0,2.0,42.79,2
1923,Kothannur,1485.0,2.0,59.4,3
1924,Kothannur,1215.0,2.0,48.6,3
1925,Kothannur,1404.0,2.0,56.15,3
1926,Kothanur,1186.0,2.0,58.0,2
1929,Kothanur,1187.0,2.0,58.0,2
1931,Kothanur,1185.0,2.0,59.0,2
1935,Kothanur,1145.0,2.0,56.0,2
1936,Kothanur,1455.0,2.0,69.0,2
1937,Kothanur,627.0,1.0,30.0,1
1938,Kothanur,1302.0,2.0,68.5,2
1939,Kothanur,1185.0,2.0,58.0,2
1940,Kothanur,1500.0,1.0,75.0,1
1941,Kothanur,1075.0,2.0,53.0,2
1942,Kothanur,1141.0,2.0,54.0,2
1944,Kothanur,1160.0,2.0,57.0,2
1945,Kothanur,1095.0,2.0,55.0,2
1946,Kothanur,1142.0,2.0,56.0,2
1947,Kothanur,1074.0,2.0,54.0,2
1948,Kothanur,1075.0,2.0,53.0,2
1949,Kothanur,1140.0,2.0,56.0,2
1950,Kothanur,1400.0,2.0,70.0,2
1953,Kothanur,1140.0,2.0,56.0,2
1954,Kothanur,1185.0,2.0,59.0,2
1956,Kothanur,1130.0,2.0,55.0,2
1957,Kothanur,1094.0,2.0,54.0,2
1958,Kothanur,1195.0,2.0,59.0,2
1960,Kudlu,1027.0,2.0,43.0,2
1961,Kudlu,1027.0,2.0,43.0,2
1962,Kudlu,1024.0,2.0,44.0,2
1964,Kudlu,1027.0,2.0,44.0,2
1965,Kudlu,1300.0,2.0,56.0,2
1966,Kudlu,1027.0,2.0,44.0,2
1967,Kudlu,1027.0,2.0,44.0,2
1968,Kudlu,1027.0,2.0,44.0,2
1969,Kudlu,1027.0,2.0,44.0,2
1970,Kudlu,1162.0,2.0,52.0,2
1971,Kudlu Gate,1535.0,3.0,83.0,3
1972,Kudlu Gate,1535.0,3.0,85.0,3
1973,Kudlu Gate,1535.0,3.0,78.0,3
1974,Kudlu Gate,1535.0,3.0,86.0,3
1975,Kudlu Gate,1535.0,3.0,86.0,3
1976,Kudlu Gate,1532.0,3.0,83.0,3
1977,Kudlu Gate,1656.0,3.0,80.0,3
1978,Kudlu Gate,1656.0,3.0,75.0,3
1979,Kudlu Gate,812.0,2.0,38.25,2
1980,Kudlu Gate,1535.0,3.0,85.0,3
1981,Kudlu Gate,3850.0,6.0,205.0,4
1982,Kumaraswami Layout,1000.0,2.0,48.5,2
1983,Kumaraswami Layout,1000.0,2.0,58.0,2
1984,Kumaraswami Layout,2400.0,7.0,125.0,7
1985,Kumaraswami Layout,2400.0,2.0,125.0,3
1986,Kumaraswami Layout,1310.0,2.0,70.0,3
1987,Kumaraswami Layout,1200.0,3.0,75.0,3
1988,Kumaraswami Layout,1081.0,2.0,60.0,2
1989,Kundalahalli,1724.0,3.0,125.0,3
1990,Kundalahalli,735.0,2.0,57.99,2
1991,Kundalahalli,1047.0,2.0,82.0,2
1992,Kundalahalli,1397.0,3.0,105.0,3
1993,Kundalahalli,1724.0,3.0,127.0,3
1994,Kundalahalli,1397.0,3.0,110.0,3
1995,Kundalahalli,1397.0,3.0,104.0,3
1996,Kundalahalli,1397.0,3.0,108.0,3
1997,Kundalahalli,1920.0,3.0,150.0,3
1998,Kundalahalli,1397.0,3.0,105.0,3
1999,Kundalahalli,1724.0,3.0,124.0,3
2000,Kundalahalli,1047.0,2.0,84.0,2
2001,Kundalahalli,1047.0,2.0,83.0,2
2002,Kundalahalli,7000.0,4.0,550.0,4
2003,Kundalahalli,1047.0,2.0,82.62,2
2004,Kundalahalli,1724.0,3.0,125.0,3
2005,Kundalahalli,1397.0,3.0,105.0,3
2007,Kundalahalli,1724.0,3.0,128.0,3
2008,Kundalahalli,2100.0,3.0,150.0,3
2009,Kundalahalli,1724.0,3.0,125.0,3
2010,LB Shastri Nagar,1043.0,2.0,55.0,2
2011,LB Shastri Nagar,1184.0,2.0,62.0,2
2012,LB Shastri Nagar,1000.0,2.0,49.5,2
2013,Lakshminarayana Pura,1185.0,2.0,75.0,2
2014,Lakshminarayana Pura,1180.0,2.0,75.0,2
2015,Lakshminarayana Pura,1179.0,2.0,75.0,2
2016,Lakshminarayana Pura,1149.0,2.0,75.0,2
2017,Lakshminarayana Pura,1175.0,2.0,75.0,2
2018,Lakshminarayana Pura,1190.0,2.0,75.0,2
2019,Lakshminarayana Pura,1165.0,2.0,75.0,2
